评论内容,评价
"十分鲜活,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
鲜美肥硕,好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
个头饱满,好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
有个别坏的，臭了,好评
有泥沙,差评
变质变色发臭,差评
"无泥沙,个头饱满,无腥臭",好评
有泥沙,差评
无泥沙,好评
有泥沙,差评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
无泥沙,好评
"个头饱满,鲜美肥硕,无腥臭",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
中山公园龙之梦商场B1盒马，感觉很高大上呢！买了份现切水果菠萝。味道还不错的,好评
好吃好吃非常的好吃，水分很足，吃起来口感棒极了,好评
很好，很快就吃完了，很甜，要是能把当中的茎切掉更好！,好评
多次购买了，比较喜欢吃，很甜！新鲜好吃！,好评
新鲜 很甜 试吃过后闭眼买  价格最近也比较实惠,好评
最爱这款黑钻了,好评
好吃 很甜 又酸 汁水很多 味道很好 继续回购 喜欢,好评
比夏天的酸，喜欢甜蜜蜜的口感，不爱这种酸甜的,好评
逛盒马的时候遇到试吃，好好吃！！！立刻拿下一盒，一打开就能闻到菠萝🍍的香甜味儿！菠萝🍍都是当天切好的，非常新鲜，分量也是足的，附带两个小木叉子！空口吃非常甜，汁水特别多，一**汁！蘸无糖酸奶也好吃！！不愧是大家都疯狂安利的水果！好吃！一个人炫完一盒！！🥳🥳,好评
同样是盒马，城西银泰这家店果切是切的很漂亮的，我其他店两次送过来的货都切的乱七八糟，城西这个果切去皮干净，切块均匀，点赞👍,好评
修菠萝的大姐态度非常好，服务很热情很好吃,好评
很喜欢盒马的菠萝，自从涨价后就没买过。最近特别想吃就买了，好像换了包装。今天用来炒菠萝饭，还不错，有点微酸，炒饭刚刚好，希望不要涨价。,好评
已经炫完了，非常好吃！以后还会来回购的！！！,好评
黑钻凤梨不许涨价！！！我的最爱！！！！,好评
好吃,好评
好吃好吃 每次去盒马必买,好评
菠萝超级好吃😋，包装也超级好,好评
超级甜 完全不会杀嘴 很好吃,好评
能吃饱 反正我天天点,好评
新鲜，但现在不是最好的季节了，酸多甜少,好评
好吃，比多乐好吃。汁甜肉嫩,好评
非常好吃，甜中微微微微带点酸，水分多,好评
菠萝真的很好吃很甜,好评
酸酸甜甜，喜了喜了😄,好评
最爱吃这个凤梨，无限回购,好评
这次菠萝非常好，又甜又新鲜。是买过最好的一次,好评
黑钻凤梨好吃极了,好评
经常买的一个商品。很甜美,好评
这个很甜，也不涩，我心目中最好吃的菠萝,好评
这个菠萝吃起来口感很好，很甜，下次还买，喜欢吃的可以放心购买,好评
这次的好吃，甜，特别好吃,好评
新鲜是真的，刚打开就有浓郁的香味，口感是那种酸甜的，感觉酸度🈶️五分，甜度5分，是会爆汁的那种，一口下去很爽,好评
菠萝很甜，切的很干净，无涩味，很好吃，还会再买的！,好评
verify nice,好评
新鲜可口，口感酸甜丝滑细腻，营养丰富健康，非常好吃，三天两回购了，全家人都爱吃，价格划算。,好评
这次自己选的，菠萝很甜，连心都很软。,好评
非常多汁、非常甜、很好吃，买过好多次了！,好评
超级好吃啊，甜酸正好，天天都在买,好评
酸/发涩,差评
很新鲜 要是能把中间的芯挖了就更好了,好评
好吃到发疯,好评
不错很好非常非常非常非常非常不错很好非常非常非常可以的,好评
特别甜，真的很甜，非常甜！买它。记得先尝后买,好评
菠萝还有没有再小份一点的考虑一下半斤已分。不真的一斤吃不完，我单吃菠萝，然后再拿菠萝炒饭。都很难吃完，然后过夜之后又不那么好吃了，考虑一下出个小份。,好评
甜，但是，有些菠萝好老，根部咬不动。,好评
酸甜可口，水分足,好评
日期新鲜，酸酸甜甜，清新味道纯正，好吃，划算，吃过了都会再来买的。,好评
多次回购，酸甜可口，水嫩多汁,好评
"我发现了一种名为菠萝的美食,它以其独特的风味和鲜艳的颜色吸引了我注意。这种水果在热带地区非常常见且深受喜爱。(๑˃̵ᴗ˂̵)و✧*｡",好评
甜度很甜。就是根很老很老。吃上面一层,好评
配送很及时，东西新鲜，价格优惠,好评
有一点点梗 不过特别甜,好评
这个味道很好，买了好几次,好评
今天的菠萝太太太好吃啦！又水又甜！😋,好评
比山姆的好吃,好评
"酸酸甜甜,汁水多",好评
非常好，多次回购，没有失望过,好评
菠萝很甜，果味很足，不建议一口气全吃，会麻舌头，分成2-3次吃比较合适,好评
"果生/不熟,酸/发涩",差评
味道不错，好吃😋,好评
好吃,好评
香甜美味！无限回购！还得是黑钻！,好评
好吃，爱吃，多吃。挺不错的,好评
好吃，很甜，,好评
非常好吃，大家快冲。,好评
反复购买的商品，超级好吃，芯子咬起来也不酸，切的大小也刚刚好,好评
百吃不厌,好评
超级好吃！！！！,好评
好吃，第一次买，试吃尝了一块就下单了,好评
好吃，很方便，值得拥有,好评
盒马的菠萝很好吃，每次去都买，品质一如既往的好。,好评
很甜，很好吃,好评
这个果切卖好快啊，外送拿货也好频繁，在门店买都要拼手速哈哈哈哈哈，真的好吃。,好评
品质很好，物美价廉。,好评
yyds，除了有一块有点涩之外其他都非常好吃,好评
好吃 不酸 甜 水分很多,好评
菠萝新鲜度不够，但是根盒马售后很好。,好评
新鲜，甜。,好评
酸甜可口,好评
这个菠萝品种很好,好评
菠萝很甜，小孩很爱吃,好评
"非常新鲜,日期新鲜,熟度适中,饱满多汁",好评
超级甜,好评
美味新鲜,好评
菠萝很甜，很有味，推荐,好评
超爱吃的水果,好评
真的很爱菲律宾菠萝，酸甜可口。,好评
好香好甜好好吃，就是价格不低,好评
巨甜！好吃滴！吃多了还是有点扎舌头,好评
直接吃有点酸，烤着吃就纯甜！,好评
"日期新鲜,酸甜可口,清新无涩味,饱满多汁",好评
菠萝很甜   非常好吃！,好评
新鲜很好吃，降价了赶紧下手,好评
很甜，家人很喜欢，多次回购,好评
很甜好吃,好评
好吃这款，甜度大于酸度，口感嫩无渣,好评
好吃,好评
太好吃了，下次还会来买,好评
果生/不熟,差评
买了两盒，一酸一甜,好评
"非常新鲜,清新无涩味,熟度适中,饱满多汁",好评
甜多汁,好评
味道很好,好评
很好,好评
味道很甜,好评
甜,好评
甜心菠萝好好吃,好评
"酸甜可口,熟度适中,个头较大,饱满多汁",好评
很棒推荐,好评
"非常新鲜,日期新鲜,个头较大,饱满多汁",好评
没以前好吃，还贵了,好评
每次都买 很好吃,好评
好吃,好评
好吃。,好评
"日期新鲜,熟度适中,饱满多汁",好评
"非常新鲜,日期新鲜,清新无涩味",好评
"日期新鲜,酸甜可口,熟度适中,个头较大",好评
酸酸甜甜,好评
"非常新鲜,日期新鲜,个头较大,饱满多汁",好评
"酸甜可口,清新无涩味,熟度适中,个头较大",好评
很新鲜，很甜,好评
"日期新鲜,清新无涩味,熟度适中,饱满多汁",好评
"非常新鲜,日期新鲜,清新无涩味,饱满多汁",好评
"清新无涩味,熟度适中,个头较大,饱满多汁",好评
非常新鲜,好评
菠萝很甜很好吃,好评
"日期新鲜,酸酸甜甜,果实饱满,分量十足",好评
"非常新鲜,日期新鲜,个头较大,饱满多汁",好评
"非常新鲜,日期新鲜,酸甜可口,个头较大",好评
好吃 甜甜的,好评
"日期新鲜,酸甜可口,熟度适中,个头较大",好评
很甜很好吃,好评
超级爱,好评
"性价比高,脆甜爽口,水分充足",好评
好吃多次回购,好评
"非常新鲜,酸甜可口,清新无涩味,熟度适中",好评
"非常新鲜,酸甜可口,熟度适中,个头较大",好评
酸/发涩,差评
"非常新鲜,日期新鲜,酸甜可口,饱满多汁",好评
"非常新鲜,熟度适中,分量十足",好评
"日期新鲜,酸甜可口,个头较大,饱满多汁",好评
好吃！,好评
"非常新鲜,熟度适中,个头较大,饱满多汁",好评
"日期新鲜,酸甜可口,熟度适中,个头较大",好评
"熟度适中,个头较大,饱满多汁",好评
"非常新鲜,日期新鲜,清新无涩味,个头较大",好评
"非常新鲜,清新无涩味,饱满多汁",好评
"清新无涩味,个头较大,饱满多汁",好评
很甜，新鲜,好评
"非常新鲜,酸甜可口,熟度适中,个头较大",好评
"酸甜可口,清新无涩味,熟度适中",好评
"酸甜可口,清新无涩味,熟度适中",好评
"性价比高,脆甜爽口,熟度适中,分量十足",好评
"日期新鲜,酸甜可口,清新无涩味",好评
很赞！,好评
很甜,好评
"日期新鲜,酸甜可口,清新无涩味,熟度适中",好评
果生/不熟,差评
"非常新鲜,日期新鲜,清新无涩味",好评
"非常新鲜,酸甜可口,清新无涩味",好评
"日期新鲜,酸酸甜甜,脆甜爽口,熟度适中",好评
"非常新鲜,日期新鲜,熟度适中",好评
"日期新鲜,酸甜可口,熟度适中,个头较大",好评
"性价比高,大小均匀,果实饱满,水分充足",好评
好吃,好评
"非常新鲜,日期新鲜,酸甜可口,熟度适中",好评
"非常新鲜,日期新鲜,酸甜可口,清新无涩味",好评
"非常新鲜,日期新鲜,熟度适中,个头较大",好评
无敌好吃,好评
"日期新鲜,酸甜可口,饱满多汁",好评
"酸甜可口,清新无涩味,熟度适中",好评
"非常新鲜,清新无涩味,饱满多汁",好评
"非常新鲜,日期新鲜,个头较大,饱满多汁",好评
"清新无涩味,个头较大,饱满多汁",好评
"日期新鲜,酸甜可口,熟度适中,饱满多汁",好评
"非常新鲜,日期新鲜,熟度适中,饱满多汁",好评
"非常新鲜,清新无涩味,个头较大",好评
果肉变质/变色/腐烂,差评
"非常新鲜,日期新鲜,酸甜可口,饱满多汁",好评
"非常新鲜,日期新鲜,清新无涩味,熟度适中",好评
"性价比高,脆甜爽口,水分充足,分量十足",好评
"非常新鲜,清新无涩味,熟度适中",好评
"酸甜可口,清新无涩味,熟度适中,饱满多汁",好评
"熟度适中,个头较大,饱满多汁",好评
"非常新鲜,日期新鲜,酸甜可口,熟度适中",好评
"非常新鲜,日期新鲜,酸甜可口,饱满多汁",好评
"酸甜可口,清新无涩味,熟度适中",好评
"非常新鲜,酸甜可口,熟度适中,个头较大",好评
"日期新鲜,酸甜可口,清新无涩味",好评
"非常新鲜,酸甜可口",好评
现场试吃的很甜 买回去的没有那么甜,好评
"日期新鲜,清新无涩味,熟度适中,饱满多汁",好评
"性价比高,熟度适中,大小均匀,果实饱满",好评
"性价比高,脆甜爽口,分量十足",好评
"脆甜爽口,熟度适中,分量十足",好评
"酸甜可口,清新无涩味,饱满多汁",好评
"非常新鲜,酸甜可口,清新无涩味",好评
酸甜可口,好评
"日期新鲜,熟度适中,个头较大,饱满多汁",好评
"日期新鲜,熟度适中,个头较大,饱满多汁",好评
巨甜好吃,好评
"酸甜可口,熟度适中,个头较大,饱满多汁",好评
"非常新鲜,日期新鲜,饱满多汁",好评
"日期新鲜,清新无涩味,熟度适中",好评
"非常新鲜,酸甜可口,饱满多汁",好评
"非常新鲜,清新无涩味,个头较大,饱满多汁",好评
"非常新鲜,日期新鲜,清新无涩味,饱满多汁",好评
"非常新鲜,酸甜可口",好评
"酸甜可口,清新无涩味,个头较大",好评
"非常新鲜,日期新鲜,酸甜可口,熟度适中",好评
"非常新鲜,日期新鲜,酸甜可口,熟度适中",好评
"非常新鲜,酸甜可口,清新无涩味",好评
"非常新鲜,日期新鲜,清新无涩味,熟度适中",好评
"非常新鲜,日期新鲜,软糯香甜,脆甜爽口",好评
"非常新鲜,日期新鲜,清新无涩味,个头较大",好评
"非常新鲜,日期新鲜,熟度适中",好评
"日期新鲜,熟度适中,饱满多汁",好评
酸甜可口,好评
"非常新鲜,日期新鲜,个头较大,饱满多汁",好评
"非常新鲜,酸甜可口,熟度适中,个头较大",好评
"非常新鲜,日期新鲜,清新无涩味",好评
"非常新鲜,酸甜可口,熟度适中,个头较大",好评
"熟度适中,个头较大,饱满多汁",好评
"非常新鲜,熟度适中,个头较大",好评
"日期新鲜,熟度适中,个头较大,饱满多汁",好评
"日期新鲜,酸甜可口,熟度适中",好评
"日期新鲜,酸甜可口,熟度适中",好评
"非常新鲜,酸甜可口,个头较大,饱满多汁",好评
"非常新鲜,日期新鲜,酸甜可口,熟度适中",好评
很好吃,好评
"非常新鲜,日期新鲜,脆甜爽口,熟度适中",好评
"非常新鲜,清新无涩味,饱满多汁",好评
"日期新鲜,酸甜可口,饱满多汁",好评
"清新无涩味,熟度适中,个头较大,饱满多汁",好评
"非常新鲜,日期新鲜,熟度适中,个头较大",好评
"非常新鲜,日期新鲜,熟度适中,个头较大",好评
"非常新鲜,日期新鲜,熟度适中,饱满多汁",好评
酸/发涩,差评
"非常新鲜,日期新鲜,酸甜可口",好评
"日期新鲜,大小均匀,回头客打call",好评
"非常新鲜,酸甜可口,个头较大,饱满多汁",好评
"非常新鲜,日期新鲜,清新无涩味,熟度适中",好评
"非常新鲜,日期新鲜,熟度适中,饱满多汁",好评
"非常新鲜,熟度适中,饱满多汁",好评
"日期新鲜,个头较大,饱满多汁",好评
"非常新鲜,熟度适中,个头较大,饱满多汁",好评
"非常新鲜,清新无涩味,熟度适中",好评
"脆甜爽口,水分充足,回头客打call",好评
"非常新鲜,酸甜可口,熟度适中,个头较大",好评
"非常新鲜,日期新鲜,饱满多汁",好评
"非常新鲜,日期新鲜,饱满多汁",好评
"非常新鲜,酸甜可口,熟度适中,饱满多汁",好评
"日期新鲜,酸甜可口,清新无涩味,熟度适中",好评
"非常新鲜,日期新鲜,熟度适中,饱满多汁",好评
"酸甜可口,熟度适中,个头较大",好评
"清新无涩味,熟度适中,个头较大,饱满多汁",好评
"酸甜可口,清新无涩味,熟度适中",好评
酸甜可口,好评
"日期新鲜,清新无涩味,个头较大,饱满多汁",好评
"酸甜可口,清新无涩味,个头较大,饱满多汁",好评
甜！,好评
"酸甜可口,清新无涩味,个头较大",好评
"酸酸甜甜,熟度适中,水分充足",好评
"清新无涩味,熟度适中,个头较大",好评
"日期新鲜,清新无涩味,个头较大",好评
"非常新鲜,酸甜可口,个头较大",好评
"非常新鲜,日期新鲜,个头较大",好评
"酸甜可口,清新无涩味,个头较大",好评
"非常新鲜,清新无涩味,熟度适中",好评
"非常新鲜,日期新鲜,酸甜可口,清新无涩味,熟度适中,个头较大,饱满多汁",好评
"酸甜可口,清新无涩味,个头较大",好评
"酸甜可口,熟度适中,个头较大,饱满多汁",好评
"日期新鲜,酸甜可口,清新无涩味,饱满多汁",好评
"酸酸甜甜,熟度适中,水分充足",好评
"日期新鲜,酸甜可口,熟度适中,个头较大",好评
